id,billing_date,due_date,status,project_leader,total_hours,start_date,finish_date,employees,description,budget,client
363,2023-05-20,2024-09-24,active,Bartholemew Khemmich,174,2022-11-25,,"3386,3355,3095,1666,2087,2347,3872,1147,1338,2100,2457,2749,2904,2367,2591,3255,2114,3890,3724,1605,3448,1397,1109,2903,1968,2245,2771,1812,2743",By design day.,26686,Horn LLC
364,2023-12-06,2022-11-27,active,Bartholemew Khemmich,180,2023-01-09,2021-08-25,2589,Imagine deep news discuss.,47734,Weiss-Garcia
365,2021-06-14,2020-11-12,active,Myriam Givens,91,2022-09-19,2024-01-25,2384,Let tree either per plan pay thank.,31835,Butler PLC
366,2021-02-22,2021-02-24,on hold,Myriam Givens,119,2022-01-09,2020-02-17,"3146,1567,3697,2319,2839,1028,1404,1847,3524,1714,3907,1007,3399,1240,1303,1859,1001,1925,1405,1796,3730,3114,2992,2252,2648,3873",Republican friend section force.,7661,Mills Ltd
367,2022-07-11,2020-04-07,active,Leon Beard,53,2024-08-07,,"3014,3424,3013,2053,2011,1613,1885,3077,1644,3810,3243,3555,2289,1683",Culture player interesting begin sort cup room fear.,48149,"Moore, Estrada and Torres"
368,2021-05-11,2021-03-21,on hold,Gerald Preston,257,2023-04-15,2022-09-08,"1737,2534,3314,2617,3221,1413,3437,3442,1134,3218,2226,1568,2295,3702,3113,1027,2779,1926,2721,2159,3670",Government different nothing.,43835,Contreras LLC
369,2023-10-07,2021-03-18,active,Angela Molina,164,2021-11-22,,"2107,1755,2421,1799,1746,3340,2383,1707,2006,2983,3204,1203",Actually population collection case thank health.,19203,"Ball, Calhoun and Hobbs"
370,2022-06-26,2020-11-26,active,Myriam Givens,302,2021-09-01,2020-02-27,1264,Process send feel sign matter.,26349,Bradley-Jackson
371,2022-08-07,2023-02-15,active,Angela Molina,56,2021-11-27,2022-01-30,"2907,3383,2435,2455,1978,3436,3147,3870,1595,1960,2779,1293,3286",Strategy conference both news success score.,43743,Barnes LLC
372,2022-07-23,2020-10-29,active,Reid Park,213,2021-04-21,,"1239,1580,3626,3842,2123,3386",Pass range either current throw federal.,28794,Edwards-Spencer
373,2020-03-01,2021-07-04,pending,Leon Beard,230,2023-07-29,,"3645,3466,1221,2967,2661,3577,2732,3875,3829,3453,2161,3411,2124,1495,1047,1676,2309,3008,3161",Measure so ago its enter heart.,11977,"Patterson, Hall and Delgado"
374,2023-04-12,2022-10-09,on hold,Gerald Preston,97,2021-06-22,,"1387,2456,1368,3678,3751,3800,1508,1362,1768,3133,2360,2565,1550,1400,3526,1840,3297,3646",Garden radio attack shoulder.,17243,Hall Group
375,2020-10-13,2023-02-13,on hold,Reid Park,81,2020-10-16,,"1293,3553,2663,3994,2313,1539,1016,3617",Song should sit in easy.,29268,Maxwell LLC
376,2024-10-30,2024-07-21,on hold,Angela Molina,106,2021-12-13,,"3023,1268,1019,2350,2559,1554",Myself education as because.,38631,Miller-Clark
377,2020-08-30,2020-07-03,completed,Myriam Givens,457,2021-02-13,2020-06-13,"1185,1275,3674,1070,3455,3438,3381,2199,1348,2188,3184,1200",Gun need care commercial size information appear world.,37590,White-Dixon
378,2020-10-21,2023-02-17,pending,Dheepa Nguyen,291,2020-05-15,2023-01-07,"2867,3295,2236,2264,1975,3805,3849,3285,2331,3234,1606,3363,1259,2814,1589,1466,1612,1091",Well thing carry discuss start little.,41260,Allen-Evans
379,2020-02-22,2024-03-10,active,Prater Jeremy,168,2024-09-14,2021-05-28,"3168,1763,3590,2104,1147,3350,1760,1855,3552,2093,1511,3197,2570,1745,1856,2495",Start data everyone fly drive when else.,12495,Perez-Mccoy
380,2020-04-28,2021-10-20,completed,Angela Molina,63,2023-03-27,,"3972,2377,3216,1994,2822,2656,1717,3224,1607,1273,3090,1638,1282,1804,1577,2742",Simple fight remain similar personal treatment their.,14335,"Rogers, Campos and Carter"
381,2023-04-01,2023-03-06,completed,Reilly Moyer,251,2020-05-20,2022-09-19,"1294,2552,1565,1885,3492,1835,2753,2084,1211,1339,2974,2077,3068,3426,1790,1504,3781,2321,3325",Certainly security ask impact between view recently.,30294,Zimmerman-Tran
382,2022-06-16,2021-08-26,completed,Carlee French,77,2020-04-27,,"1427,2878,3725,3328,1771,3839,2380,1405,2042,2817,1972,2960,2304,3834,3679,2459,1999,1201,3956,2719,1795,2888,1247,3527",Item box find across when wind.,11551,"Washington, Richards and Chapman"
383,2020-12-14,2024-06-08,on hold,Xana Potts,99,2021-07-31,,"1492,1008,1902,3504,1614,3100,3566,3165,1248,1237,3234,1185,2458,3430,2030,3087,1386,1250,2619,1448,3249,1728,3384,3621,3668,3875",Ask we stand reduce price challenge.,26459,Li Ltd
384,2024-07-27,2021-12-09,completed,Axel Howe,141,2020-03-17,,"3001,3043,1874,3579,3445",Heart fight another miss throw.,24717,"Wilson, Reyes and Anderson"
385,2022-11-23,2023-08-16,completed,Mariela Schultz,417,2022-05-19,,"3301,1001",Single court why beautiful.,10872,Griffith-Burke
386,2023-07-21,2022-06-18,on hold,Bridger Carter,433,2020-09-16,2022-12-02,"1486,1364,2742,2961,3958,2118,1134,3257,3906,3630,1786,2744,2831,2982,2499,3040,3477,2777,1184,3133,2877,1263",Campaign current society sea run shoulder risk artist.,32850,Brown and Sons
387,2021-09-03,2024-12-19,active,Leon Beard,273,2023-01-06,,"1387,1103,1547,2928,3236,3186,2421,1143,3418,1453,3979,2312,1275,1854,1571,1039,2762,1730,2329,2569,1196,2744,2210,2340,1403,3125,3051",Attorney take this four sound.,11426,Nelson Inc
388,2021-03-29,2021-09-07,active,Charity Miranda,452,2024-09-22,2021-07-02,"1526,3686,1274,1606,2709,2536,1567,2090,3213,3376",President into probably program lead day.,38076,"Flores, Ingram and Williams"
389,2023-04-03,2024-08-18,on hold,Myriam Givens,437,2023-12-09,,"1617,2169,1462,2791,3093,2384,2082,2303,2015,2828,2675,2205",Couple either certain.,15762,"Smith, Hernandez and Schaefer"
390,2020-05-21,2024-01-22,pending,Leon Beard,323,2020-04-19,,"2983,1846,3851,1694,1940,2541,2698,1419,1529,2997,3882,3129,3157,2149,1744,2985,3518,1900,3588,2163,3559,3589,2583,1618,1389,3304,3227,2154,3301",Our mother spend anything upon.,11822,Reynolds Ltd
391,2024-07-03,2022-09-26,pending,Charity Miranda,50,2023-01-04,2024-03-15,"3560,3766,1302,1363,3052,3686,2484,3100,2446,2334,3749,2501,2993,3395,3758,3664,1158,3087",Common affect despite enough work exactly whole develop.,34942,"Prince, Lawson and Bass"
392,2024-11-08,2023-05-20,completed,Prater Jeremy,356,2024-09-07,2024-10-27,"2336,1135,3009,1750,3538,3291,2972,3664,3566",Create effort phone other else protect.,37975,Vasquez-Anderson
393,2024-03-20,2024-03-17,on hold,Jaydon Blackburn,282,2021-10-05,2021-01-11,"3217,1912",Should available PM data fact identify nature.,48738,Bell-Miller
394,2023-12-08,2023-09-23,completed,Myriam Givens,410,2021-11-07,,"1930,2861,2845,3212,1734,3145,1282,2395,1385",Source treat imagine.,41634,"Floyd, Tucker and Reyes"
395,2022-08-01,2020-04-01,pending,Hector Dalton,187,2024-02-06,,"2292,1740,2960,2989,3110,3598,3780,1116,3745,1479,1883,3761,3894,2185,1076,1877,1181,2183,3734,2826,2066,3033,2795,2791,2073",Page ever fact these effort left.,25053,Chen Inc
396,2022-04-29,2022-01-09,completed,Leon Beard,471,2024-06-22,2021-11-03,"1492,2243,2301,2836,1867,3097,3868,2821,2962,3525,2486,3412,3386",Everything relate since son heart beat.,29156,"Hall, Lara and Deleon"
397,2022-04-18,2020-08-15,pending,Leon Beard,229,2020-05-18,2023-08-09,"3004,2430,1436,3059,2975,1244,1421,1780,1083,1992,3906,2331,2671,1645,3049,1914,3473,2821,3465,3021,1978,1018,2827,3056,1259",Serve Republican fight.,10758,Marshall-Ramos
398,2023-10-15,2023-02-26,completed,Mariela Schultz,414,2023-02-20,,"3006,3964,1286,1433,1341,1578,2472,2163",Culture husband strong attorney put.,33247,Stephens-Ross
399,2022-04-15,2021-02-05,active,Kaylah Moon,442,2021-01-03,,"2327,2234,1191,1550,1484,2555,2501,3951,3752,2331,2733,3475,1402,1188,1134,3553,3780",According sport fly artist.,5812,Lewis Inc
400,2020-06-18,2023-05-18,completed,Leon Beard,329,2020-05-18,2022-07-05,"3616,2701,3819,3091,1270,1945,3027",Bank him simply sure necessary.,40880,Spencer Inc
401,2023-08-06,2020-09-12,on hold,Carlee French,486,2020-08-28,2022-05-24,"3092,2033,2558,3172,3829,3225,3454,2943,1308,1200,1224,1523,3835,1464,1873,1776,3021,2682,3502,1538",Some full throw environment day both green.,19504,Gaines-Lopez
402,2023-12-17,2024-03-30,completed,Reilly Moyer,252,2023-04-20,2020-04-06,"1263,1984,2793,3201,2268,3662,2140,3333,2355,1291,3154,1177,1244,1898,3866,2347,3351,3602,3688,2593,3328,2440,2006,2969,1699,1983,2245,3498",In plan research.,34011,"Moore, Brooks and Robinson"
403,2023-01-29,2022-04-26,pending,Kristen Tate,113,2020-09-07,2020-08-30,"2240,2702,2437,3591,2934,1455,2630,2933,3459,3575,1619,3567,1122,3388,2881,1616,1763,2948",Stop impact official rate agent maintain one.,16817,"Smith, Russell and Bennett"
404,2021-12-14,2024-01-16,pending,Bobby Rodgers,277,2022-02-11,,"3230,3818,2862,1993,1417",Way building same size capital still.,17608,"Diaz, Church and Reynolds"
405,2021-09-26,2020-07-13,pending,Mariela Schultz,215,2023-04-05,,"2494,1801",Should thing mission soldier apply local standard.,6773,"Byrd, Perez and Estrada"
406,2021-08-03,2024-09-24,active,Mariela Schultz,65,2020-06-10,2024-08-09,"1805,1183,1966,2818,3089,2718,3934,3807,3676,2223,2599,2696,3315,3979,2432,2702,3412,1899,3954,2060,2834",Sign test hard build able.,33476,Thompson-Wright
407,2024-07-25,2025-03-16,on hold,Leon Beard,141,2023-12-26,2021-08-27,"1681,3526,1425,2165,1919,3375,1999,3782,3801,3291,2661,1353,2801,2264,3290,1322,2073,1850,1611",Mind debate leg final stand.,28387,Clark-Carney
408,2021-04-25,2021-11-25,active,Axel Howe,323,2024-01-29,2024-08-10,"3544,1120,3046,1125,2201,3024,2633,2882,2855,2155,3202,3348,2140",Seem thank him heavy economic arrive.,41741,Kennedy Group
409,2024-02-18,2021-08-15,active,Myriam Givens,106,2020-12-05,,"3878,2649,2018,2225,3254,1754,2112,1162,1813,3261,3240,2457,3750,1266,1810,2243,2496,1031,3385,3852,2199,2395,2902,3059,2727,3173,1818,1562,1283,1708",Billion dark together be citizen within note.,28018,"Cherry, Cohen and Gonzalez"
410,2024-10-28,2023-11-08,completed,Jaydon Blackburn,267,2020-11-12,2024-04-14,"4000,2768,3667,2507,1686,1443,1565,1402,1190,2826,1199",Dog itself fire would.,5274,"Jordan, Allen and Cox"
411,2022-03-24,2022-09-12,pending,Prater Jeremy,419,2022-05-08,,3924,Low later spend establish.,49415,"Marks, Jennings and Robinson"
412,2020-12-09,2022-09-06,pending,Kaylah Moon,388,2022-01-16,2022-06-06,"3677,2344,3367,2171,1149,3778,1919,2296,3330,1020,3505,3143,1180",Mother act this situation admit everything.,11005,"Sanders, Crawford and Sanders"
413,2020-06-29,2021-07-18,pending,Gerald Preston,437,2023-05-13,2021-04-12,"3137,2785,1520,2543,3699",Assume wish treatment write.,7854,"Bartlett, Hall and Sanchez"
414,2022-09-02,2023-02-14,completed,Mariela Schultz,243,2023-12-23,2023-12-10,"3346,3017,3672,3572,3634,2618,3644,2138,3422,1465,3594,2771,1749,2109,1060,2714,1937,3657,2276,1709",Media spring consumer stage notice sort energy.,26855,Houston and Sons
415,2020-08-07,2023-12-06,pending,Charity Miranda,155,2024-06-22,2023-06-28,"1946,3334,3560,2281,2440,3983,2627,3307,1055,3322,1069,2543,1447,2128,1275,2249,2682,2466,1174,2383,3711,3753,3735,1598,3347,2981,2707,3773,1914,3968",Moment plan human guy.,17572,Hayes-Downs
416,2024-01-19,2024-02-23,active,Bobby Rodgers,313,2021-12-05,,"1821,3772,2462,2869,1925,2206,1754,2060,1537,2222,1503,3397,3896,2662,3416,1079,2121,1339,3848,1446,2718,2456,2430,3282",Physical form public ground make nor.,44730,"Thompson, Peterson and Howard"
417,2024-02-03,2021-01-13,on hold,Reilly Moyer,50,2023-08-31,2020-01-13,"1970,1377,2922,1514,3699,3154,1419,1718,1979,2815,3768,2102,3796,1127,1081,3862,1804,1951,3131",Marriage energy perhaps theory pressure.,10377,Rollins LLC
418,2022-05-23,2021-11-21,on hold,Hector Dalton,314,2021-06-26,,"1586,1623,3318,3190,1238,3347,3084,2297,1247,1550,1900,3404,3047,2741,3492,2699,1431,1227,3896,1926,2837,1533,3903,1919",Include today act.,39644,Higgins-Macias
419,2024-06-06,2021-11-16,pending,Xana Potts,380,2021-09-01,2024-09-16,"1064,3981,1966,3775,2951,3908,1933,3809,1172",Job my military budget.,6826,Anderson LLC
420,2021-07-18,2021-12-04,pending,Carlee French,475,2023-01-02,2022-01-07,"3941,1952",Something eye mean both.,26576,Foster-Glass
421,2022-03-07,2020-08-26,pending,Prater Jeremy,382,2022-02-21,2022-05-10,"2312,3415,3714,1498,1216,2610,3868,2557,2897,1133,1150",Wish Republican live pay page.,15589,Daniels-Gill
422,2023-08-07,2022-01-18,active,Carlee French,197,2020-02-27,2023-01-30,"2849,1639,1817,3546,2043,1389,3983,3294,3187",Without standard yeah positive old attention for.,17648,Yang-Frederick
423,2021-10-24,2020-03-12,on hold,Carlee French,191,2021-03-10,2024-02-15,"3835,3155,2936,2172,2346,3897,1965,3633,1992,1394,3595,1640,1274,3287,2284,1838",Despite receive tend family role peace.,6090,Christian LLC
424,2023-02-10,2022-03-10,pending,Reilly Moyer,152,2023-03-10,2020-01-24,"3061,3816,1858,3721,1799,3594,2409,1650,2168,2980,3950,3303,1508,1759,2038,3684,2244,1259,1438,2349,2577,1517,1811,3110",Spend mother suggest glass opportunity reflect firm note.,40691,"Sullivan, Kelley and Hamilton"
425,2023-03-08,2023-11-25,pending,Angela Molina,116,2023-06-07,,"2438,1615,2748,3232,2821,3738,3038,1594,1680",Worry back Mrs kitchen home would pressure.,21813,Dickerson and Sons
426,2020-07-25,2025-01-10,on hold,Xana Potts,486,2022-07-07,,"3657,1227,2347,3954,3477,1429,2949,1582,3221,1504,3353,3198,2338,3998,1829,3129,1389,3191,1162,3993,1247,2865,2068,2632,3604,2659,2510",Pressure affect may option why share phone ahead.,34860,Graves-Anderson
427,2020-07-28,2022-05-13,pending,Gerald Preston,479,2024-07-14,,"3439,1158,3148,3032,1152,1671,3531,1741,3809,2856,1782,1160,3609,1968,3938,3869,1162,3330,3219,3581,3891,1969,2507,1571",Support nothing local improve.,33574,Stewart-Martin
428,2021-03-06,2020-05-30,completed,Carlee French,315,2022-02-28,2021-10-19,"1567,2797,1945",Doctor soldier tough trip officer bill.,27805,Brown-Castaneda
429,2023-07-05,2023-08-21,on hold,Reid Park,99,2023-03-11,,"2029,1607,2177,1032,3554,3522,2115,2835,1245,2019,3500,2275,2059,3765,3940,2385,1425,1308,3859,3586,2743,1700,1315,3125",Reach my hit step across person one.,13277,Wilson-Aguirre
430,2024-03-13,2024-02-07,completed,Hector Dalton,164,2022-05-21,,"2764,3468,3733,3644,1735,3538,3542,1020,3053,3429,3789,1384,2776,1281",Him but leader sure you tough.,33030,"Bennett, Horton and Sanchez"
431,2022-10-17,2023-12-13,completed,Hector Dalton,337,2023-01-11,,"2421,2124,1427,1510",Challenge rate bed alone personal.,33171,Ellis-Turner
432,2022-04-09,2023-01-28,pending,Mariela Schultz,395,2022-12-07,,"3976,3015,1926,1989,1749,3537,3529,2157,3981,3765,2582,3029,2355,1355",Just at city relationship his health agency former.,23735,Lane and Sons
433,2022-01-21,2024-06-24,on hold,Bartholemew Khemmich,216,2024-09-04,2020-02-03,"3405,3852,2940,1557,1763,1115,2351,2691,2366,2979,2920,1116,1554,1642,3645",Stock begin middle central many.,40570,"Barrett, Thompson and Brown"
434,2024-01-17,2024-09-23,completed,Bobby Rodgers,74,2022-01-06,2022-01-21,"1692,2114,1444,3757,3333,1441,2352",Technology two doctor three different her.,33883,Smith-Li
435,2023-08-30,2024-10-02,active,Carlee French,365,2021-02-10,,"1264,1335,2778,2879,2169,3851,1689,1083,3527,2021,2045,2676,2700,3127,2350,2471,3978,1317,3829,2725,1928,1065,1892,3458,2615,1319,1744,2753,2231",Necessary business book front past hundred heart.,29834,"Lowery, Wilson and Williams"
436,2020-11-13,2021-07-18,on hold,Bobby Rodgers,277,2021-08-07,,"1265,3922,1027,2534,1190,1816,1900,1499,3190,2186,2493,3255,1377",Eat clear management particularly among blue production television.,45864,Wilson Group
437,2023-08-12,2020-04-08,completed,Leon Beard,59,2020-07-30,,"3062,3987,3436,2068,3136,2463,1284,1914,2244,2585,1301",Democratic story test too miss.,43656,Stark PLC
438,2024-06-16,2021-04-22,completed,Hector Dalton,147,2020-05-21,2023-06-13,"2752,2739,2807,3975,3346,3380,2077,1187,3005,2554,1949,3067,2908",Wife land theory seek chance end cold.,8748,"Barry, Olson and White"
439,2021-11-21,2022-08-07,pending,Reid Park,482,2021-07-31,,"3578,3380",Rock again chance unit.,28467,Salas-Suarez
440,2022-01-03,2023-01-20,completed,Prater Jeremy,248,2024-01-05,2023-07-08,"3463,3696,2999,2463,1430,1422,2383,3111,2789,2105,2262,3329,2644,2294,3588,3310,2544,1722,1483,3570,3854,3533,2607,1305,1434,1129,2949,3434",Show something way.,37850,Terry and Sons
441,2024-08-16,2021-04-06,completed,Kristen Tate,179,2020-01-25,,"2437,1408,1336,3756,1561,1961,1574,3485,1447,1559,1136,3704,2841,3333,1659,3379,2192",Mr represent forget smile either else art traditional.,7526,Johnson Inc
442,2024-07-21,2022-01-21,pending,Angela Molina,255,2021-12-19,,"2086,3253,1867,2924,2571,2140,3125,1983,2536,3654,2134,2590,2596,3685,1668,3891,2555,2033,3637,2391,1809,2889",Person ball fly around.,10744,"Stout, West and Martinez"
443,2020-08-07,2023-06-20,on hold,Jaydon Blackburn,50,2022-04-06,2020-02-10,"3332,2052,1242,2090,2333,2347,1316,1840,1710,1563",Score it yeah parent two generation plant above.,5065,Morales and Sons
444,2022-08-11,2024-03-04,active,Kristen Tate,95,2022-10-26,,"3428,2459,1024,1390,2847,2212,2656,2243,2702",Against writer capital job sing behavior.,38011,Turner-Stewart
445,2022-08-21,2024-06-13,on hold,Angela Molina,189,2022-05-09,,"3878,2640,3052,1938,3496,2258,1742",Drug with large natural able.,30314,"Stewart, Calhoun and Cox"
446,2023-02-27,2020-07-27,completed,Angela Molina,257,2020-07-09,2020-02-11,"3510,1567,3179",Best administration view treat network sometimes.,47775,"Brady, Myers and Black"
447,2022-12-27,2024-03-22,on hold,Axel Howe,190,2023-01-19,2023-12-14,"3062,2910,2687,2955,2720,1801,3027",Computer boy window find why.,46351,Nichols-Henderson
448,2023-08-16,2024-12-13,completed,Angela Molina,189,2022-07-14,,"3531,2837,1427,2167,1059,1112,3065,3845,3827,2999,1675,3891,2566,3450,3724,1619,2185,3783,3686,2960,1336",Guy minute stage sort.,22490,"Williams, Lowery and Pineda"
449,2023-07-06,2023-12-16,completed,Charity Miranda,369,2023-05-01,2020-10-19,"3974,2434,1743,2418,2436,1636,1003,2722,2741,1036,3634,2011",Fear television pressure theory girl water.,17908,"Foley, Norris and Shaw"
450,2020-02-25,2020-10-25,on hold,Myriam Givens,410,2021-06-18,,"1564,3874,3805,1658,2124,2794,1219,2519",Carry however more discuss.,17098,Adams and Sons
451,2021-08-09,2023-02-24,pending,Bobby Rodgers,197,2024-06-12,,"2994,1150,2471,3803,1509,2282,1846,2135,2082,3215,1283,3303,1321,3531,3689,1282,1562,1103,2710,3145,3902,2305",Cup sport sign surface three may success.,40388,Ramos-Ruiz
452,2023-12-14,2024-04-06,on hold,Bartholemew Khemmich,107,2021-04-06,,"3827,3064,3783,2157,2621,1686,3910,3424",Night fire mouth you allow computer begin.,7800,Ramirez-Montgomery
453,2021-05-06,2023-10-06,on hold,Carlee French,156,2020-06-15,2024-06-23,"1523,2620,2848,2809",Work drug investment while account.,27018,Robles-Johnson
454,2020-06-20,2023-07-14,on hold,Gerald Preston,306,2021-04-19,,"2531,2459,2682,1886,1900,2226,1550,2646,2557,1458,3768,2734,3416,3652,3003,2301,1832",Agreement industry during simply social water peace.,32423,Peters LLC
455,2020-03-03,2023-09-25,completed,Kristen Tate,218,2020-05-12,,"3458,3128,3322,2603,3066,2788,2574,3335,1180,2489,1548,3106,2230,2446,1734",Government study either apply environmental.,49768,Watson-Wagner
456,2020-05-03,2021-01-31,active,Bartholemew Khemmich,325,2020-09-05,,"1622,3624,2562,3152,3062,2786,2118",Service economic turn.,12653,Allen-Estrada
457,2023-05-27,2021-03-20,active,Bartholemew Khemmich,189,2022-04-29,2020-06-06,"3138,2193,1576",Road then wish boy thank.,46941,"Harris, Rogers and Hooper"
458,2022-09-30,2023-07-01,pending,Mariela Schultz,261,2022-10-12,,"3171,1397,3918,2934,2619,2832,2047,1728,2822,3092,1799,3952,3349,2010,3438,1315,2946,3819,2559",Citizen body machine measure learn test commercial.,15499,Kelly PLC
459,2021-05-24,2021-03-05,on hold,Mariela Schultz,402,2022-04-18,2023-08-16,"1937,3636,2415,3957,1692,3487,3320,1701,2948,1024,3392,2301,2173,2953,3917,1129,1424,2857,1877,3510,2946,1015,3072,3573,1854,3149,2392,3864",Article change answer despite.,19718,"Jones, Mccoy and Velazquez"
460,2020-02-01,2021-03-21,pending,Carlee French,222,2024-03-01,2021-07-01,"3866,2396,2176,3938,3624,3868,1070",Deal condition base among industry site from.,14017,Thomas-Johnson
461,2022-05-30,2024-05-30,on hold,Carlee French,155,2023-02-19,,"1971,1883,3166,3050,3288,1206,3218,1058",Serve scene message energy thousand thus gun.,49731,"Barnes, Copeland and Cabrera"
462,2021-09-05,2022-09-05,active,Reid Park,84,2020-08-05,,"2587,2711,1973,2533,2649,3251,3079,1761,1746,3274,3342,1601,1984,2975,1963,3268,3676,1715,2892,2776,1533,3899,3227",Father key generation wonder lead control.,39331,"Kaufman, Gray and Dennis"
463,2022-04-20,2020-11-04,pending,Bridger Carter,288,2023-04-21,,2910,Family toward particularly nature.,17027,"Brown, Huff and Kelley"
464,2022-09-28,2022-12-05,active,Gerald Preston,424,2024-03-17,2020-09-20,"2890,1112,3894,2068,1017,2923,2524,2625",Look modern difficult public current forget character.,20374,Williams-Webb
465,2021-01-31,2020-06-26,on hold,Kristen Tate,72,2024-06-30,,"1509,2805,2229,1648,1226,3989,1448,1928,3024,3883,2907,2754,1464,1115,3647,1773,2024",Him gun strategy pick teach hear.,16884,"Patton, Lozano and Poole"
466,2023-11-03,2021-11-28,pending,Bartholemew Khemmich,355,2021-12-07,,"2808,2073,2506,2633,2596,3959,1569,3811,2582,3447,1559,1597,1957,2830,1700,2145,2476,2339,1046,2842,2642,1853,3858,1222",That its prevent forget threat.,44517,"Christensen, Dixon and Kerr"
467,2022-06-11,2024-04-17,completed,Myriam Givens,127,2024-01-19,2024-04-12,"1805,2941",Building surface soon music affect tend friend nation.,10370,"Andersen, Keller and Martinez"
468,2020-08-11,2023-05-18,completed,Xana Potts,319,2020-06-21,,"3037,1188,3313,1705,2791,2985,3054,2924,1897,3272,2027,2666,1366,2805",Raise whatever away election simply forget home.,10586,Woodard-Jarvis
469,2023-03-08,2021-01-24,active,Kristen Tate,294,2023-06-25,2022-09-30,"1516,1702,2233,2493,3093,3185,3108,1027,3357,3753,2540,2141,1361,3958",Low again buy policy summer receive mission option.,7655,Patterson Group
470,2023-08-03,2024-06-14,completed,Xana Potts,62,2022-04-13,2022-06-02,"3033,3056,2428,2517,1136,2503,2543,2953,3309,3187,1626,2657,2901,1819",Especially maybe trouble speak admit raise whom.,20103,Gutierrez LLC
471,2023-10-09,2020-06-21,pending,Charity Miranda,308,2022-03-11,,"2700,1676,1190,1117,2813,1840,2291,2853,1908,2473,1132,2326,1188,2590,3229,3212,1034,3389,2017,3293,2633,3828,2089,2033,3007,1054,3653,1549,1932",American central scientist military during artist politics analysis.,7343,Benson and Sons
472,2022-12-09,2023-08-01,completed,Jaydon Blackburn,279,2020-01-23,2022-12-29,"1267,1044,3891,2464,3717,1755,1170,2366,1754,2524,2933,3876,2195,2129,3672",Trip back box wish.,15002,Williams Ltd
473,2023-12-14,2024-11-23,active,Prater Jeremy,131,2021-09-26,,"3614,2927,3626,2607,2068,1099,3811,2154,2857,1639,3714,1282,3870,1904,1861",Probably he art general sound science.,13451,Green PLC
474,2024-05-30,2020-12-31,completed,Angela Molina,188,2023-05-19,2021-09-23,"2606,2002,2989,2810,1624,2066,1162,1667,2158,1639,3976,1640,1595,2681,3863,1047,1294,1883",Only also lose choice note family.,15840,Collins and Sons
475,2021-05-22,2023-10-30,pending,Leon Beard,402,2021-04-10,,"2305,3523,3631,1676,3809,1393,3279,3818,1396,1131,1936,3085,3214,2469,2417,2501,3199,3992,1147,2827,3486,1564,3568,3622,2323,2910",Marriage half big care science.,48615,"Brown, Lawrence and Evans"
476,2023-08-23,2024-03-03,active,Angela Molina,244,2020-01-01,,"1437,1278,1902,1444,2706,2326,2218,3086,2641,3743",Finally affect son low stop movement contain.,10785,Lewis Ltd
477,2023-07-26,2023-05-07,completed,Bridger Carter,177,2022-04-13,,"1746,1228,2703,3945,1850,2019,2236,1005,3793,1137,3465,1872,1799",Learn recognize range discuss.,26824,Martinez and Sons
478,2024-01-06,2021-12-25,pending,Bobby Rodgers,62,2021-11-25,2021-03-01,"3243,2800,3746,1900,1182,2207,1875,3186,1813,3901,2710,3168,2051,2513,2564,1409,3726,3355",No box month there across detail let seat.,27547,"Patton, Bruce and West"
479,2024-07-09,2020-09-25,pending,Angela Molina,344,2022-04-24,,"2915,2254,3678,1363,3124,1301,1503,1351,3239,2465,3229,1633,2366,3043,3795,1507,2327,1550,1379,1487,2260,2148,1488,2945,1385,3149,3109,3279",Audience watch important push energy understand.,19872,Daniels-Sloan
480,2024-06-16,2020-09-16,pending,Prater Jeremy,289,2020-05-09,2023-09-09,"2401,2058,2584,2243,2106,2328,3951,2087,3065,3871,1147,2705,1281,1548,3427,1978,1458,3507,3992,2379,3605,2503",Action six oil property writer everything.,13131,"Williams, Lynn and Fox"
481,2023-05-30,2020-08-28,active,Gerald Preston,55,2024-04-25,2024-05-23,"2552,1520,2479",For decide traditional official.,46078,Butler Inc
482,2022-01-18,2022-11-19,pending,Kaylah Moon,350,2024-04-11,2022-04-18,"1292,2114,1447,2401,3878,2349,2743,2986,3254,3153,3938,2512,3191,1293,1468,1449,3933,2205,1678,3529,3304,1400,2835,2982,1363,2419",However effort agreement.,23809,Reynolds Inc
483,2020-06-25,2024-09-25,active,Gerald Preston,77,2024-09-25,2020-10-02,"2421,2508,1405,2965,2141,2176,3897,3523,1499,3329,3795,1020,2038,1343,1980,3744,1016,2085,3288,1971,2358,3884,2891,3674,1273,1665,1837,3089",Investment human listen skill spring prevent manage.,47366,Garza-Peterson
484,2021-01-12,2025-02-04,on hold,Mariela Schultz,89,2023-05-28,,"3368,2645,3386,3598,1627,1316,3164,2239,1065,2209,1127,2472,3244",Model drug nature moment and manage decision.,30678,Schaefer PLC
485,2022-09-05,2021-04-21,completed,Reilly Moyer,370,2023-02-17,,"1946,3503,1430,1250,3195",War enter off region evening.,25767,Vaughn-Howell
486,2022-06-30,2024-12-29,active,Carlee French,145,2021-09-18,,"3498,1313,1387,3402,2364,2384,3791,2338,2876,3452,3087,3610,1746,2950,1134,1442,1459,1964,3815,2078,3835,3021,1744,3959,3479,1954,3446,3903",Past national get Democrat price war worry.,7753,"Gray, Diaz and Kelley"
